139 276 - 793 238 - 0
433 498 - 437 205 - 7
344 413 - 232 276 - 17
355 236 - 19 699 - 20
722 964 - 735 933 - 24
638 160 - 454 521 - 32
709 141 - 559 641 - 33
359 624 - 715 467 - 34
701 726 - 805 478 - 42
987 923 - 38 984 - 46
244 667 - 516 622 - 52
419 21 - 240 641 - 67
565 779 - 953 891 - 76
383 902 - 119 530 - 82
608 338 - 180 348 - 87
142 859 - 531 870 - 87
767 126 - 391 778 - 95
574 554 - 257 75 - 96
737 971 - 328 794 - 98
481 501 - 737 530 - 105
411 921 - 33 747 - 106
777 886 - 631 607 - 107
373 365 - 584 252 - 108
343 210 - 228 383 - 110
172 904 - 892 927 - 112
681 278 - 666 332 - 132
131 574 - 873 498 - 139
182 612 - 936 538 - 142
742 779 - 856 626 - 151
232 144 - 350 600 - 152
957 456 - 450 245 - 165
161 564 - 641 39 - 166
971 892 - 799 178 - 171
601 44 - 880 961 - 173
495 416 - 22 10 - 178
368 949 - 257 327 - 188
634 269 - 66 571 - 195
611 470 - 922 757 - 195
158 717 - 959 513 - 208
345 247 - 383 925 - 212
948 199 - 50 55 - 217
622 694 - 513 311 - 218
113 564 - 873 747 - 222
370 268 - 39 954 - 229
159 249 - 113 259 - 231
279 239 - 345 464 - 235
580 923 - 241 766 - 239
331 699 - 685 76 - 246
317 82 - 534 427 - 249
437 863 - 174 35 - 251
258 175 - 39 557 - 264
447 600 - 221 548 - 266
159 802 - 652 35 - 269
493 908 - 530 842 - 274
571 89 - 317 392 - 278
291 711 - 576 146 - 279
745 262 - 954 457 - 280
823 11 - 929 443 - 280
283 165 - 584 609 - 285
595 655 - 609 301 - 299
528 187 - 865 383 - 302
285 653 - 492 837 - 311
469 321 - 84 50 - 317
340 122 - 540 113 - 317
774 44 - 963 205 - 341
207 701 - 32 904 - 343
225 996 - 522 518 - 345
934 15 - 826 420 - 346
150 840 - 282 725 - 352
564 481 - 39 134 - 355
590 663 - 601 795 - 356
166 423 - 460 298 - 363
648 516 - 556 66 - 365
669 549 - 504 485 - 367
794 980 - 855 953 - 368
698 355 - 531 238 - 369
888 85 - 209 567 - 373
201 882 - 756 798 - 389
67 674 - 523 477 - 391
674 935 - 72 324 - 397
443 711 - 837 699 - 400
631 197 - 110 600 - 401
660 526 - 818 605 - 404
713 301 - 186 612 - 405
840 509 - 208 331 - 413
76 274 - 27 923 - 415
71 550 - 145 368 - 416
723 117 - 61 326 - 432
654 291 - 74 872 - 432
888 746 - 384 512 - 433
779 948 - 24 198 - 438
541 219 - 323 747 - 438
925 702 - 656 912 - 439
541 443 - 741 378 - 441
920 354 - 31 658 - 442
31 479 - 351 329 - 450
244 938 - 766 393 - 453
463 138 - 720 906 - 454
802 922 - 733 437 - 455
73 407 - 194 216 - 459
486 850 - 938 938 - 469
669 708 - 771 903 - 473
867 198 - 17 394 - 476
420 145 - 336 915 - 476
932 971 - 406 754 - 484
847 471 - 429 40 - 489
140 754 - 387 465 - 490
918 691 - 473 154 - 491
808 97 - 605 385 - 495
618 717 - 602 454 - 499
12 953 - 703 932 - 502
126 549 - 425 609 - 505
975 410 - 340 794 - 510
901 685 - 800 356 - 511
715 477 - 830 252 - 518
510 721 - 860 835 - 521
546 475 - 52 23 - 522
826 985 - 396 926 - 531
601 803 - 620 639 - 534
373 302 - 960 703 - 549
210 30 - 433 865 - 550
376 735 - 715 631 - 556
850 491 - 269 650 - 575
647 692 - 465 36 - 583
438 621 - 551 523 - 584
678 500 - 524 305 - 585
360 292 - 314 556 - 586
552 149 - 136 34 - 588
507 627 - 43 904 - 589
468 712 - 800 720 - 592
585 379 - 427 784 - 593
347 58 - 704 33 - 596
269 874 - 490 96 - 596
455 970 - 104 768 - 608
713 581 - 438 659 - 608
475 415 - 635 341 - 610
1 324 - 596 981 - 611
568 891 - 680 757 - 615
925 512 - 800 106 - 623
631 322 - 179 662 - 624
746 461 - 14 430 - 633
488 892 - 874 24 - 635
322 73 - 954 584 - 638
98 235 - 984 705 - 646
520 331 - 194 688 - 664
192 43 - 184 638 - 666
704 342 - 268 473 - 689
904 206 - 21 692 - 689
767 27 - 552 54 - 694
815 881 - 938 332 - 702
788 269 - 414 971 - 708
906 285 - 463 277 - 711
726 712 - 486 515 - 726
125 86 - 238 418 - 729
516 420 - 849 944 - 753
822 473 - 54 486 - 755
397 690 - 480 812 - 760
414 439 - 678 618 - 772
788 900 - 814 424 - 775
272 284 - 236 900 - 776
411 658 - 979 679 - 776
932 767 - 554 217 - 784
60 771 - 526 81 - 788
893 309 - 935 641 - 788
549 342 - 944 829 - 792
859 558 - 399 768 - 794
199 532 - 724 241 - 794
13 983 - 557 423 - 796
321 523 - 874 590 - 800
361 106 - 297 844 - 808
44 950 - 868 865 - 819
508 287 - 903 46 - 824
626 718 - 450 310 - 824
250 855 - 61 22 - 825
465 811 - 792 992 - 830
383 46 - 434 41 - 833
55 85 - 639 479 - 840
323 883 - 618 481 - 852
795 270 - 437 404 - 868
352 55 - 9 693 - 870
571 664 - 809 76 - 875
529 294 - 266 985 - 875
823 932 - 227 52 - 876
80 660 - 356 231 - 877
543 168 - 568 514 - 890
582 838 - 728 543 - 890
120 499 - 720 993 - 893
852 872 - 547 501 - 904
761 79 - 610 543 - 925
872 444 - 623 924 - 926
249 202 - 300 859 - 929
846 606 - 291 238 - 945
714 885 - 709 335 - 950
662 992 - 458 850 - 952
500 177 - 757 119 - 981
453 764 - 36 928 - 982
542 787 - 366 991 - 989
835 887 - 189 308 - 989
469 421 - 164 964 - 1000
264 301 - 839 257 - 1000
247 376 - 841 869 - 1044
402 181 - 133 619 - 1161
979 173 - 23 734 - 1348
593 399 - 338 330 - 1398
934 481 - 323 122 - 1414
215 662 - 972 244 - 1599
504 244 - 415 933 - 1653
117 802 - 746 999 - 1847
438 858 - 91 574 - 1963
524 358 - 343 633 - 1970
336 103 - 397 595 - 2065
414 330 - 942 827 - 2230
508 638 - 50 215 - 2254
223 845 - 118 981 - 2361
11 256 - 609 524 - 2804
448 800 - 990 627 - 2877
661 441 - 363 568 - 2974
650 664 - 332 300 - 3393
157 222 - 720 193 - 3467
604 229 - 739 502 - 3638
878 455 - 721 726 - 3769
405 761 - 804 628 - 3843
492 564 - 122 167 - 3858
270 766 - 432 370 - 3860
137 975 - 589 717 - 3928
185 745 - 134 664 - 4013
922 434 - 133 263 - 4019
471 571 - 44 68 - 4028
690 145 - 244 162 - 4035
984 992 - 849 586 - 4037
713 315 - 741 113 - 4043
275 58 - 866 144 - 4068
79 73 - 644 258 - 4069
971 471 - 169 807 - 4070
255 554 - 827 989 - 4071
237 29 - 97 319 - 4071
105 647 - 143 725 - 4096
777 419 - 905 272 - 4096
820 595 - 805 137 - 4096
624 635 - 452 49 - 4104
519 442 - 844 55 - 4110
204 534 - 715 183 - 4113
51 366 - 184 5 - 4115
495 239 - 593 387 - 4118
658 417 - 298 106 - 4125
426 406 - 835 962 - 4139
502 793 - 83 430 - 4141
977 18 - 62 364 - 4143
10 612 - 360 419 - 4143
446 180 - 938 415 - 4157
732 908 - 83 611 - 4160
456 89 - 162 61 - 4163
782 957 - 873 4 - 4169
338 947 - 132 239 - 4172
67 158 - 294 440 - 4175
644 316 - 715 221 - 4176
220 520 - 469 899 - 4180
512 256 - 838 495 - 4186
797 740 - 729 799 - 4189
70 624 - 245 763 - 4203
941 645 - 866 492 - 4207
971 483 - 503 886 - 4209
475 180 - 536 196 - 4215
625 690 - 748 453 - 4216
844 957 - 385 697 - 4217
399 383 - 426 498 - 4218
764 588 - 624 388 - 4224
636 783 - 799 863 - 4231
882 784 - 336 941 - 4232
534 679 - 232 13 - 4238
765 797 - 318 836 - 4241
307 357 - 502 819 - 4243
352 102 - 457 421 - 4253
43 970 - 787 266 - 4259
952 912 - 554 485 - 4266
991 911 - 810 654 - 4268
342 639 - 520 979 - 4271
132 261 - 283 361 - 4282
403 33 - 577 466 - 4289
447 5 - 275 626 - 4290
626 556 - 957 186 - 4291
877 389 - 458 563 - 4310
67 730 - 152 446 - 4316
355 303 - 678 530 - 4327
651 213 - 521 388 - 4334
521 658 - 299 492 - 4335
555 544 - 159 473 - 4337
592 471 - 264 342 - 4351
528 766 - 684 712 - 4358
142 109 - 160 346 - 4359
789 590 - 28 791 - 4369
388 400 - 554 19 - 4369
325 404 - 828 440 - 4382
324 385 - 454 173 - 4385
388 912 - 872 164 - 4388
863 156 - 219 323 - 4389
814 221 - 95 579 - 4404
815 664 - 284 393 - 4407
464 191 - 949 636 - 4409
93 285 - 701 220 - 4414
23 826 - 299 367 - 4416
385 888 - 434 13 - 4430
854 310 - 995 472 - 4432
538 405 - 850 253 - 4439
442 233 - 77 278 - 4440
502 417 - 403 916 - 4441
859 58 - 785 484 - 4459
369 692 - 312 246 - 4467
311 236 - 464 697 - 4472
687 933 - 435 938 - 4474
229 241 - 42 3 - 4475
631 637 - 503 320 - 4497
83 385 - 451 183 - 4499
82 855 - 205 664 - 4500
369 782 - 983 198 - 4508
310 903 - 163 220 - 4515
747 877 - 537 29 - 4523
138 843 - 736 975 - 4523
442 276 - 267 648 - 4528
682 410 - 234 903 - 4529
570 236 - 378 948 - 4534
914 763 - 787 641 - 4538
735 262 - 364 536 - 4538
345 581 - 400 96 - 4550
532 306 - 213 872 - 4558
793 727 - 137 791 - 4559
944 738 - 109 489 - 4561
219 528 - 973 112 - 4561
297 71 - 579 812 - 4564
710 255 - 164 717 - 4575
78 417 - 533 566 - 4586
412 16 - 25 508 - 4587
665 583 - 181 354 - 4588
482 369 - 379 738 - 4595
385 493 - 14 801 - 4597
964 66 - 687 738 - 4608
822 598 - 851 954 - 4609
352 304 - 751 201 - 4610
209 816 - 400 139 - 4614
108 936 - 503 718 - 4614
182 683 - 53 318 - 4615
193 308 - 427 782 - 4617
61 492 - 779 813 - 4617
487 831 - 685 542 - 4628
476 789 - 81 269 - 4632
798 385 - 227 382 - 4641
18 169 - 237 262 - 4647
872 996 - 417 646 - 4656
19 984 - 805 425 - 4657
288 131 - 848 455 - 4657
69 686 - 687 232 - 4661
719 180 - 370 64 - 4663
655 83 - 743 143 - 4665
343 969 - 255 999 - 4668
596 338 - 197 245 - 4677
114 140 - 58 5 - 4689
932 258 - 485 568 - 4693
19 298 - 314 695 - 4694
347 95 - 189 505 - 4696
470 642 - 169 402 - 4697
588 102 - 542 26 - 4697
746 165 - 467 494 - 4711
374 893 - 887 646 - 4715
374 811 - 618 35 - 4718
885 885 - 147 470 - 4730
258 810 - 943 222 - 4753
359 99 - 517 241 - 4759
259 569 - 661 211 - 4760
