426 522 - 465 571 - 19
429 522 - 405 513 - 22
572 565 - 572 430 - 58
469 537 - 539 586 - 59
572 504 - 536 583 - 114
561 493 - 410 557 - 162
543 462 - 583 585 - 178
515 445 - 490 449 - 195
527 522 - 542 482 - 197
470 583 - 507 541 - 199
561 559 - 456 460 - 230
533 424 - 581 459 - 270
532 400 - 420 446 - 357
488 577 - 597 472 - 358
402 472 - 560 429 - 402
415 424 - 543 515 - 423
528 451 - 522 474 - 457
449 547 - 482 586 - 459
508 589 - 599 564 - 475
551 459 - 409 574 - 487
460 414 - 583 590 - 515
563 505 - 585 428 - 520
589 588 - 516 542 - 534
428 421 - 526 464 - 547
443 557 - 540 426 - 575
547 567 - 413 590 - 617
548 433 - 458 407 - 620
439 581 - 594 539 - 650
451 468 - 494 481 - 689
401 558 - 582 560 - 711
554 571 - 457 404 - 714
543 579 - 451 411 - 809
561 591 - 580 439 - 925
455 568 - 496 442 - 926
425 539 - 561 569 - 939
472 541 - 446 539 - 964
419 448 - 439 402 - 997
538 591 - 428 549 - 1002
566 485 - 421 501 - 1004
467 544 - 478 591 - 1019
590 414 - 598 435 - 1043
487 590 - 420 482 - 1065
554 520 - 596 593 - 1071
555 510 - 592 585 - 1082
559 485 - 557 420 - 1098
509 496 - 422 484 - 1101
557 509 - 507 547 - 1107
503 588 - 401 442 - 1114
484 552 - 504 407 - 1127
513 417 - 508 517 - 1175
490 538 - 551 475 - 1223
503 450 - 561 556 - 1246
481 412 - 580 437 - 1251
524 414 - 565 557 - 1266
559 465 - 478 455 - 1281
566 461 - 509 564 - 1296
522 403 - 443 522 - 1315
504 498 - 586 580 - 1322
426 555 - 551 444 - 1341
437 432 - 490 594 - 1354
496 527 - 579 598 - 1357
599 428 - 527 599 - 1374
594 459 - 585 425 - 1374
435 597 - 564 500 - 1391
523 464 - 514 438 - 1428
544 495 - 402 407 - 1451
552 479 - 500 438 - 1466
459 534 - 452 505 - 1466
431 541 - 448 465 - 1484
409 501 - 569 437 - 1511
437 495 - 431 506 - 1519
485 461 - 577 423 - 1525
546 444 - 558 463 - 1537
548 493 - 563 448 - 1549
493 530 - 557 423 - 1574
515 595 - 476 525 - 1585
455 537 - 436 461 - 1585
528 472 - 447 472 - 1591
468 432 - 447 539 - 1595
458 575 - 594 460 - 1626
584 525 - 488 461 - 1630
465 491 - 584 560 - 1708
448 437 - 544 400 - 1738
589 551 - 567 423 - 1738
590 542 - 470 441 - 1784
400 523 - 532 417 - 1802
580 509 - 497 515 - 1806
442 571 - 458 452 - 1853
452 508 - 540 560 - 1858
477 464 - 505 493 - 1862
581 417 - 569 413 - 1884
454 451 - 457 484 - 1892
567 445 - 500 414 - 1913
443 555 - 484 412 - 1927
435 426 - 508 455 - 2044
535 413 - 588 571 - 2093
483 586 - 571 522 - 2103
580 521 - 520 423 - 2123
573 541 - 403 407 - 2141
494 491 - 516 417 - 2144
564 561 - 575 402 - 2152
578 562 - 462 431 - 2153
595 512 - 583 501 - 2153
423 537 - 461 451 - 2171
582 545 - 558 583 - 2172
517 473 - 465 507 - 2206
464 479 - 419 416 - 2213
414 406 - 600 556 - 2213
492 433 - 445 486 - 2258
440 438 - 419 405 - 2284
553 548 - 594 568 - 2286
433 532 - 468 477 - 2291
465 547 - 537 499 - 2321
596 400 - 569 559 - 2325
585 416 - 476 556 - 2336
594 516 - 481 497 - 2365
450 547 - 585 409 - 2418
499 540 - 470 505 - 2437
452 542 - 566 429 - 2451
443 429 - 441 560 - 2472
444 469 - 420 455 - 2482
509 502 - 555 462 - 2489
491 517 - 540 429 - 2513
593 417 - 430 572 - 2539
469 553 - 454 529 - 2562
531 453 - 491 524 - 2575
403 514 - 565 516 - 2592
572 599 - 537 550 - 2683
574 578 - 496 452 - 2725
512 521 - 595 588 - 2729
418 487 - 499 467 - 2760
596 595 - 446 537 - 2764
481 574 - 407 490 - 2774
429 402 - 574 454 - 2776
600 429 - 475 573 - 2782
413 410 - 513 442 - 2789
544 564 - 547 581 - 2803
550 564 - 575 560 - 2879
413 404 - 459 408 - 2898
453 404 - 541 518 - 2968
579 411 - 585 555 - 2976
411 479 - 401 600 - 2988
412 413 - 445 489 - 2990
597 433 - 596 432 - 3014
479 441 - 594 481 - 3041
477 544 - 501 410 - 3042
454 445 - 459 420 - 3069
597 461 - 460 465 - 3073
534 484 - 560 584 - 3081
423 487 - 448 472 - 3113
472 434 - 524 478 - 3132
534 440 - 548 436 - 3133
510 579 - 575 521 - 3154
539 434 - 445 495 - 3165
542 403 - 593 445 - 3171
455 473 - 520 562 - 3202
558 479 - 497 463 - 3219
504 420 - 489 478 - 3219
540 570 - 490 450 - 3231
502 427 - 457 517 - 3300
463 456 - 488 405 - 3307
548 575 - 563 512 - 3313
578 423 - 563 534 - 3328
484 547 - 459 422 - 3334
539 573 - 469 563 - 3339
430 428 - 457 463 - 3351
571 458 - 527 521 - 3386
459 562 - 514 494 - 3398
407 598 - 495 531 - 3460
509 541 - 488 540 - 3511
433 551 - 423 424 - 3530
404 450 - 451 593 - 3551
581 432 - 519 461 - 3568
437 497 - 529 492 - 3570
459 425 - 569 515 - 3578
498 492 - 526 568 - 3579
420 457 - 422 419 - 3590
583 537 - 406 487 - 3591
543 549 - 439 518 - 3595
598 411 - 468 469 - 3601
542 516 - 475 441 - 3643
516 511 - 561 528 - 3711
530 592 - 445 464 - 3737
486 536 - 588 435 - 3761
401 419 - 525 558 - 3774
475 491 - 561 495 - 3851
467 556 - 534 522 - 3853
432 513 - 543 531 - 3859
532 599 - 419 552 - 3865
592 518 - 597 416 - 3913
424 449 - 442 532 - 3933
531 503 - 404 401 - 3963
433 417 - 418 562 - 3968
494 449 - 527 528 - 3990
471 411 - 473 534 - 4001
427 516 - 435 411 - 4023
527 431 - 424 450 - 4039
505 405 - 460 599 - 4040
501 496 - 559 506 - 4045
485 477 - 576 469 - 4057
512 587 - 591 540 - 4076
467 490 - 577 492 - 4084
546 438 - 516 598 - 4089
469 542 - 514 505 - 4089
482 564 - 572 540 - 4126
471 450 - 543 479 - 4172
429 462 - 417 540 - 4249
508 406 - 589 439 - 4250
578 542 - 428 595 - 4256
490 493 - 478 574 - 4279
536 457 - 483 413 - 4297
444 597 - 562 542 - 4319
459 545 - 461 402 - 4351
495 544 - 443 484 - 4483
521 534 - 519 447 - 4494
490 579 - 558 461 - 4529
